id,score,reason
416048305,0.85,"We need to evaluate the app. It's a photo editing app with many features, AI tools, etc. The description says ""広告なし"" meaning no ads. So monetization is not present; it's free but ad-free. That suggests low monetization potential. But maybe there are VIP features? It mentions Meitu VIP and 1000+VIP exclusive materials. So there might be in-app purchases or subscription for VIP. But the description says ""広告なし"" (no ads). The app may have a freemium model with VIP subscription. That could provide monetization potential.

We need to score between 0-1. We consider availability: no mention of termination, maintenance, migration. So it's active. Monetization: there is VIP features and in-app purchases. But the description says ""広告なし"" meaning no ads. So ad/monetization potential may be moderate due to subscription.

But we need to evaluate for ad/monetization potential. The app has a freemium model with VIP subscription, but no ads. That might still provide monetization via in-app purchases. But the scoring guidelines: ""When signals are clearly positive, prefer upper half of 0.4-0.9 band."" So we can give moderate-high score maybe 0.75? But we need to consider that there is no ad support; but the app has VIP features and subscription. That might be considered monetization potential.

But the guidelines: ""Never assume monetization unless clearly mentioned or implied by events/features."" The description explicitly mentions Meitu VIP, exclusive materials, etc. So yes, there's a clear monetization path via VIP subscription. So we can assign moderate-high score.

Also there are no negative signals like termination or migration. So we can give high score maybe 0.80? But the guidelines: ""When signals are clearly positive, prefer upper half of 0.4-0.9 band."" That means between 0.7 and 0.9. We need to choose a specific number.

We also consider that the app is free but ad-free; no ads. So ad potential is low. But monetization via subscription is present. The scoring guidelines mention ""ad/monetization potential"" not just ads. So we can assign moderate-high.

Let's decide 0.78 maybe?  0.78.

But we need to be deterministic. Let's compute rationally: We have positive signals: active, many features, VIP subscription. Negative: no ads. But still monetization via subscription. Score maybe 0.75 or 0.80. The guidelines say ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" So we can choose 0.85? That might be too high because it's not ad-friendly but has subscription.

But the reference scale: 0.60-1.00 = Excellent — actively monetized/ad-friendly, recent updates, social/engagement features. This app is active and has many features, but no ads. But it does have VIP subscription. So maybe still qualifies as ""actively monetized"" because of in-app purchases.

But the guidelines: ""Never assume monetization unless clearly mentioned or implied by events/features."" It's explicitly mentioned. So we can consider it actively monetized. So 0.75-1.00 band. But we need to choose a number within that band. The guidelines say prefer upper half of 0.4–0.9 band when signals are positive. That is 0.7-0.9. So maybe 0.85.

But the reference scale says 0.60-1.00 = Excellent. So we can choose 0.90? But that might be too high because no ads, but subscription. The guidelines: ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" That is 0.7-0.9. So 0.85 fits.

But we also need to consider that there is no mention of updates. But the description includes many features but not update notes. The ""Updates:"" line is empty. That might be a negative signal: no recent updates. But it's still active? Not sure. The guidelines: ""Consider availability/service status first (termination, maintenance, migration → low score). Consider monetization/engagement evidence next."" So we don't have termination or migration. So positive.

Thus I'd assign 0.85.

But the guidelines also say ""If inputs conflict, availability/service continuity (negative) overrides monetization/engagement (positive)."" Not relevant.

So final: [416048305, 0.85]

Let's output that.[416048305, 0.85]"
553834731,0.9,"We need to produce score. Evaluate: Candy Crush Saga 4+ is active, frequent updates weekly, monetization likely high (in-app purchases). No termination signals. So high score >0.6. According to scale, excellent 0.60-1.00. Should be maybe 0.85? But we need deterministic mapping. Use internal reasoning: active, frequent updates, monetized. Score near upper half of 0.4-0.9 band? Actually 0.60-1.00 is excellent. So choose maybe 0.90. Let's output [553834731, 0.90]. Output line only.

Let's produce final answer.[553834731, 0.90]"
1252857347,0.68,"We need to produce score. Evaluate app:育児記録 - ぴよログ 13+. It's a baby care record sharing app with many features, updates show active development, bug fixes, new features like calendar, widget, PDF export, integration with devices, iOS18 support. No mention of termination or migration. So high potential for monetization? It is an app that shares data; could have ads or in-app purchases. But no explicit monetization signals. However, it's actively maintained and has many features, so moderate to good. According to scale: 0.60-1.00 excellent if actively monetized/ad-friendly, recent updates, social/engagement features. This app is active, but not explicitly monetized. So maybe moderate/very good (0.30-0.59). But we should push upper half of 0.4-0.9 band when signals positive. We have many updates and features, so likely high engagement. I'd give 0.75? Wait but no explicit monetization. The rule: ""Never assume monetization unless clearly mentioned or implied by events/features."" So we cannot assume ads. But the app has social sharing features (share with family). That could be considered engagement. But still not explicit monetization. According to reference scale, 0.60-1.00 = Excellent — actively monetized/ad-friendly, recent updates, social/engagement features. This app is recently updated and has social features. So maybe qualifies as excellent? The rule says ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" But we have clear positive signals: active development, many new features, integration with devices, iOS support. That suggests high potential for monetization even if not explicit. So maybe score 0.80? Let's think.

We need to be deterministic. Score between 0 and 1. I'd choose 0.78 or 0.79? But we mus. Let's pick 0.78. But is that too high? The app might have no ads but could still monetize via in-app purchases. But not mentioned. However, the presence of many features suggests potential for monetization. I'd lean moderate-high: 0.68 maybe.

Let's analyze guidelines: ""Never assume monetization unless clearly mentioned or implied by events/features."" Are there any implied? The app has integration with baby scale and new app ""ぴよサポ"" - could be cross-promotion, but not explicit. Social sharing features might attract ads. But no mention of ads. So maybe moderate (0.30-0.59). But we have many updates, so maybe 0.55? The rule: ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" That suggests if we think it's positive, choose >0.5. So I'd pick 0.65.

But also ""If uncertain, choose lower band."" We are somewhat certain it's active and has social features. So moderate-high. Let's set 0.68? But we need t. I'll output [1252857347, 0.68].

Let's double-check: The app is actively maintained with many updates, no termination signals. So high potential for monetization. Score maybe 0.75. But we must be deterministic; choose a number that fits guidelines.

I'll go with 0.72? Let's decide final: 0.73? Eh.

Given the guidelines, I'd pick 0.70 as moderate-high but not extremely high. I'll output [1252857347, 0.70]. Wait rounding to two decimals: 0.70 is fine.

Let's produce that.[1252857347, 0.70]"
995864179,0.57,"We need to produce score. App: トツキトオカ：夫婦で共有できる『妊娠記録・日記』アプリ 4+. Description: basically pregnancy record app with features, updates show many improvements and new features like photo album, counters, etc. No mention of monetization or ads. But it's active with frequent updates. It's likely still available. So moderate to good? The description doesn't mention termination or migration. So availability is fine. Monetization not explicit. According to guidelines: If signals are clearly positive, prefer upper half of 0.4-0.9 band. Positive signals: many updates, new features, active service. But no monetization. Score maybe 0.55? But we should consider moderate/very good range 0.30-0.59. Since it's active but no explicit monetization, choose lower end of that band? The guidelines say ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" So maybe 0.65? But we must be careful: no monetization mention. But still could be ad-friendly. It's a pregnancy app; likely has ads or in-app purchases? Not mentioned. I'd lean moderate but not high. Score around 0.55. Let's choose 0.57. 0.57.

Thus output line: [995864179, 0.57][995864179, 0.57]"
1137406490,0.7,"We need to score. App: 天気 プロ · 4+ (Weather app). Description: weather app, presumably active. Updates mention bugfixes and performance improvements. No mention of termination or migration. So likely active monetization? Weather apps often have ads or in-app purchases. But no explicit mention. However it's a typical consumer app with updates. According to scale: 0.60–1.00 = Excellent — actively monetized/ad-friendly, recent updates, social/engagement features. We don't see social features but weather app may show ads. It's likely active. So score maybe moderate-high. I'd give 0.70? But we need deterministic mapping. Let's think: The description is positive, no termination signals. Updates are minor bugfixes. That indicates ongoing maintenance. Monetization not explicit but typical for such apps. According to guidelines: ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" So we can choose maybe 0.75? But we need two decimal places. Let's pick 0.78? But we should be consistent with examples: In example for Photo Editor Pro (final update) they gave 0.25. For multiplayer battle arena (server consolidation) 0.20. For time tree calendar sharing, they gave 0.45 though description had 65M users and updates. That was moderate. So weather app likely higher than 0.45. I'd choose 0.70.

Let's output: [1137406490, 0.70] Rounded to two decimals. Ensure formatting exactly.[1137406490, 0.70]"
1163786766,0.75,"We need to score. Availability: app active, updates recent. Monetization? Not explicit but likely ad-friendly. Score high moderate. Use 0.60-1.00 range. I'd give 0.75. Output line.
[1163786766, 0.75]"
531263194,0.58,"We need to score. App: ピアノ for iPhone 4+. Description: basically about learning piano, audio instruments. No mention of monetization or ads. Updates list many bug fixes, some features like remove ad? Wait update line 16 says ""You can remove the ad."" That implies there was an ad previously; maybe removal indicates monetization existed but removed? But still not clear if currently monetized. The description doesn't mention active monetization. Also no social/engagement features. No indication of termination or migration. So moderate? But guidelines: If signals are clearly positive, prefer upper half of 0.4-0.9 band. Positive signals: presence of ad removal indicates there was an ad; but not necessarily current monetization. The app seems still active (updates). So maybe moderate/very good: 0.45? But we need to decide.

We should consider that the app is still being updated, so it's active. Monetization evidence: ""You can remove the ad"" suggests there was an ad; but removal might be a feature for removing ads via purchase or subscription. That indicates monetization potential. Also no mention of termination. So moderate/very good. Score maybe 0.55? But guidelines: If signals are clearly positive, prefer upper half of 0.4-0.9 band. The presence of ad removal is somewhat positive but not strong. I'd lean to 0.60? But we need to be deterministic.

Let's analyze: Description: no mention of ads or monetization. Updates: many bug fixes; some features like remove ad, adjust keyboard number, change volume. So there is at least one feature that deals with removing ad. That implies the app had ads and offers removal (maybe via in-app purchase). So monetization potential exists.

Also active updates show ongoing maintenance. No termination or migration. So moderate/very good: 0.45-0.59. Since positive signals, we push upper half of 0.4-0.9 band? Wait guidelines: ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" That means if positive but not excellent, choose higher end of moderate range (like 0.55-0.59). So maybe 0.58.

But we need to decide final numeric value. Let's compute rationally: Score between 0 and 1. We can assign weight: active updates = +0.2; monetization evidence = +0.3; no termination = +0.1? But we just need a single number.

Let's choose 0.58.  

Return line: [531263194, 0.58]"
640111933,0.88,"We need to produce score for Pixel Gun 3D: FPS PvP. Evaluate availability, monetization, updates.

Description: It's a game with many weapons, etc. No mention of termination or migration. Updates show many new seasons and features, frequent updates. So likely active, monetized. Score high maybe 0.8-0.9? But we must consider if any negative signals: none. So score in excellent range 0.60–1.00. Use upper half of 0.4-0.9 band? Actually rule: ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" But we have excellent category 0.6-1.0. So maybe choose 0.85 or 0.90.

But we need to be deterministic. Let's think: The app is active with many updates. Monetization likely via in-app purchases, ads? Not specified but typical for free games. Score high. I'd set 0.88.

Return line: [640111933, 0.88]"
1505735640,0.65,"We need to produce score. Evaluate availability: description says ""最高にハマるキラーナンプレを体験しよう！"" no mention of termination or migration. Updates show performance improvements, feedback request. No explicit monetization but likely active app. So moderate/very good? Score maybe 0.55? But guidelines: if positive signals, prefer upper half of 0.4-0.9 band. So maybe 0.70. Let's think: no mention of ads or monetization. But it's a puzzle game; could be ad-friendly. Recent updates (performance). So moderate to good. I'd choose 0.65? The example for Woodoku had 0.65 with similar description and updates. So I'll output 0.65.

Return line: [1505735640, 0.65]"
1519174001,0.6,"We need to produce score. Evaluate availability: no mention of termination, migration, final update. It's active with updates for performance and stability. Monetization? Not explicit but likely ad-friendly. Score moderate-high maybe 0.55-0.65. Use rule: positive signals -> upper half of 0.4-0.9 band. So choose 0.70? But not too high because no explicit monetization. I'd pick 0.60. Output line.

Let's produce [1519174001, 0.60]"
528532387,0.68,"We need to produce score. Evaluate app: 乗換NAVITIME (train/bus transfer). Description: features free, search routes, etc. Updates show many improvements, bug fixes, new paid features like lock screen info, dynamic island, paid membership features for route details, bus cashless payment status, wheelchair space, seat probability, etc. No mention of monetization except some paid features and membership. But app seems active with frequent updates (15 update notes). So likely moderate to good. Not fully monetized but has paid membership features. Score maybe 0.55? According to scale: 0.30-0.59 = Moderate/Very Good. We should push upper half of 0.4-0.9 band if signals positive. Here signals positive: active updates, new features, some paid membership. So choose around 0.65? But not fully monetized; but still has paid membership. I'd give 0.68 maybe. Let's decide 0.68.

Return line: [528532387, 0.68] Round half-up. 0.68 is fine.[528532387, 0.68]"
458288241,0.8,"We need to produce score. Let's analyze.
App: 斉藤さん 16+ (Japanese). Description says 34 million users, free talk app with phone, karaoke etc. Updates show many new features and bug fixes across versions 3.7.x etc. No mention of termination or migration. So active service, frequent updates, social engagement features (profile expansion, missions, friend watch, block deletion, sorting, icon ranking). Likely monetized via ads? Not explicit but talk app likely has ads. Score should be high: >0.6 maybe 0.75-0.85.
Given guidelines: ""When signals are clearly positive, prefer the upper half of the 0.4–0.9 band."" So choose maybe 0.80. Let's  0.80.
Return line: [458288241, 0.80][458288241, 0.80]"
794764643,0.57,"We need to produce score. Let's analyze.

App: ザ・花札 こいこい編 4+ (Japanese). Description: card game, ranking, etc. Updates: many performance improvements, stability. No mention of monetization or ads. But it's a game with ranking; could be ad-friendly? Not sure. The description doesn't mention in-app purchases or ads. It's likely free-to-play but maybe no monetization. We need to evaluate.

We have reference scale: 0.60–1.00 = Excellent — actively monetized/ad-friendly, recent updates, social/engagement features. 0.30–0.59 = Moderate/Very Good — could be pushed for ads but has limitations or lacks explicit monetization. 0.00–0.29 = Poor — offline, deprecated, sunset, or otherwise unsuitable.

We need to decide score. The app is a card game with ranking features; likely has social engagement (ranking). Updates are recent? Not sure about date. But updates mention performance improvements only. No mention of monetization. So moderate maybe 0.45? But we should consider that it's not explicitly monetized, but could be ad-friendly. According to guidelines: ""If signals are clearly positive, prefer upper half of 0.4–0.9 band."" Positive signals: active updates (though only performance improvements), social/engagement features (ranking). So maybe 0.55? But we need to decide.

We also consider that the app is not offline; it's online ranking. So not poor. It's not sunset or deprecated. So moderate.

Thus choose 0.55? Let's see guidelines: ""When signals are clearly positive, prefer upper half of 0.4–0.9 band."" The signals: updates (performance improvements) but no monetization. Social features: ranking. That is positive. So maybe 0.70? But we need to be careful not to overestimate.

But the guidelines also say ""Never assume monetization unless clearly mentioned or implied by events/features."" There's no mention of ads, in-app purchases. So we cannot assume high monetization. But we can still consider ad-friendly potential: ranking features may attract ads. But moderate.

Thus I'd choose 0.55? Let's think: The scale for moderate is 0.30–0.59. Upper half would be 0.45-0.59. So maybe 0.57? That seems plausible.

But we also consider that the updates are only performance improvements, not new features or engagement. But still indicates active maintenance. So moderate.

Thus final score: 0.57 (rounded to two decimals). Let's produce output line:

[794764643, 0.57]"
1434505322,0.85,"We need to produce score. App is Harry Potter puzzle game, with many updates, active events, new content. No termination or migration. Monetization? Not explicitly mentioned but likely has ads/in-app purchases. It's a licensed brand, probably monetized. Frequent updates and engagement features (events). So high score in 0.60-1.00 range. According to tuning: positive signals push upper half of 0.4–0.9 band. But we can go higher if strong evidence. This seems active, many events, likely monetizable. I'd give 0.85 maybe. Let's  0.85.

Return line: [1434505322, 0.85]
[1434505322, 0.85]"
1172116899,0.18,"We need to produce a score for this app. Let's analyze.

App: ナチュラル･ミラー - 高画質でかわいい、鏡（かがみ）アプリ 4+

Description: It's a mirror app, with high quality 4K, etc. No mention of monetization or ads. Updates list many bug fixes and improvements, some features like iOS support, widget, design changes, but no explicit mention of ads or monetization. There's an update ""全画面広告の廃止"" (full-screen ad removal). That indicates there were ads before? The update removed full-screen ads. So maybe previously had ads. But we don't know if currently still has ads. Could be ad-free now.

We need to evaluate monetization potential: If app is free with ads, good for monetization. If it's paid or ad-free, less. There's no mention of in-app purchases either. The presence of ""全画面広告の廃止"" suggests that previously had full-screen ads but removed them. That might mean the app was ad-supported earlier but now removed ads. So current state likely ad-free.

Also, we need to consider availability: It's still being updated (updates up to iOS 26). So it's active. No termination or migration signals. So positive for availability.

Monetization evidence: None explicit. The removal of ads indicates maybe they had them but removed. But no mention of new monetization methods. So moderate? According to guidelines, if signals are clearly negative push lower; if unclear choose lower band. Here we have some ad presence earlier but removed. No current monetization. So likely low score.

But also the app is active and has many updates, which indicates engagement. But no social features or in-app purchases. The description doesn't mention any monetization. So I'd lean to moderate/poor? Let's see reference scale: 0.60–1.00 Excellent — actively monetized/ad-friendly, recent updates, social/engagement features. This app is not obviously ad-friendly now; maybe had ads but removed. So not excellent.

0.30–0.59 Moderate/Very Good — could be pushed for ads but has limitations or lacks explicit monetization. That might fit: It could be pushed for ads (since it's free). But it currently may have no ads. But still could be monetized. So moderate.

0.00–0.29 Poor — offline, deprecated, sunset, etc. Not the case.

Thus I'd assign maybe 0.35 or 0.40? The guidelines: ""When signals are clearly positive, prefer upper half of 0.4-0.9 band."" But we don't have clear positive signals for monetization. So choose lower band. ""Avoid speculative middle scores — prefer confident extremes when cues are explicit."" We have some explicit cue: removal of full-screen ads. That indicates that previously had them but removed. So maybe the app is ad-free now, which is negative for monetization potential. But still could be monetized via other means? No mention.

Thus I'd lean to lower band 0.30-0.59? Actually that's moderate/very good. But we might push it lower because no ads currently. Maybe 0.25? But guidelines: ""If uncertain, choose the lower band."" Lower band is 0.00–0.29. That would be poor. But it's not offline or sunset. So maybe 0.30-0.59 moderate.

But we need to decide a numeric score. Let's think: The app has many updates, but no monetization features. It's free? Not specified. Could be paid? No mention of price. Usually if no price mentioned, likely free. But could still have in-app purchases or ads. There's no mention. So uncertain.

Given guidelines: ""Never assume monetization unless clearly mentioned or implied by events/features."" The only event is removal of full-screen ads. That implies there were ads before but removed. So currently not ad-supported. No other monetization. So I'd assign a low score, maybe 0.20? But that would be poor. However it's still active and updated. So maybe moderate.

Let's examine the ""Updates"" list: Many bug fixes, design changes, iOS support. There's no mention of new features like social sharing or in-app purchases. The only monetization-related update is removal of full-screen ads. That indicates a negative for monetization potential. But still could be monetized via other means? Not indicated.

Thus I'd lean to 0.25 maybe. But guidelines: ""When signals are clearly negative, push the score closer to 0.0–0.2."" The signal is removal of ads (negative). So we should push lower. But not extremely low because it's still active. So maybe 0.18? That would be poor but not too low.

But the guidelines also say: ""If uncertain, choose the lower band."" Lower band is 0.00-0.29. So 0.18 fits.

Thus final output: [1172116899, 0.18] or maybe 0.20? Let's decide.

Given removal of ads indicates negative for monetization potential. I'd set 0.18.

Let's produce that.[1172116899, 0.18]"
300048137,0.8,"We need to produce score. App: AccuWeather. It's a weather app, likely monetized with ads or in-app purchases? Description mentions premium plus widget. Updates show many features, bug fixes, performance optimization, new widgets, extended forecast. No mention of termination. So high potential for monetization. Score maybe 0.75-0.85. According to reference scale: 0.60–1.00 = Excellent — actively monetized/ad-friendly, recent updates, social/engagement features. This app has many updates and premium features. Likely monetized via subscription or ads. So score high. Let's choose 0.80.

Return line[300048137, 0.80]"
